R1,R2,RC,RE,Peak_Gain_dB,Bandwidth_Hz
110108.63637134686,11431.457058989597,3795.060989364781,974.794368581763,3.553925206092571,99998666.47857
74382.60838621142,28077.902181118254,4736.271541911325,772.1315011954034,7.659359377790551,99998976.70701
134288.24546525156,13737.176377571444,3622.6787971571353,590.6730584001936,5.693373065882498,99998571.10604
63929.501817173026,13388.03092725838,4407.266898988391,203.61639762617924,2.8166385657559467,99998486.43875
140828.44617585157,27170.296883751107,4810.547043642247,684.5379141765798,8.504365867650852,99998988.42055
120776.04605998905,23196.910501839488,1212.020803477079,850.8385807645755,19.36716749404518,99997910.70387
121570.45810564705,16345.393359335158,4244.860503789978,130.51101143413808,5.459370805966283,99998571.10604
115053.51426386065,16390.64753741569,4947.053403078653,766.2801170081265,4.187153151506595,99998877.98155
92367.46997403383,17480.28818477807,2462.3530981396334,396.35981688751747,10.58428134968258,99998180.29914
96250.52116104634,13411.152165893793,4342.139804632849,610.5963633276524,3.6131960994966668,99998666.47857
64859.312683419135,12606.242073851132,1256.2535764324684,901.7591408093492,13.374718546283379,99997837.28148
109178.28532899416,26353.829774783317,3164.1279498872977,268.7786241371704,11.568533981831505,99998503.76434
134717.0888824145,28412.533485951295,3525.6004591360875,378.27942733346276,11.50466272898792,99998681.74326
123343.93067568216,26477.381957945407,2017.3282372633453,579.4029907894967,16.00702451816896,99998221.72059
99219.34461087087,21925.57118492249,2338.3559352208717,613.0233023409572,12.88453741050555,99998340.41309
124286.90430945328,14473.178973781807,2620.6231417793233,952.9361663471363,8.999248271629614,99998520.89161
109285.45280034264,18402.52834721959,2333.9083182590857,815.5842382301385,11.765446380536584,99998415.10681
61732.56174801396,23576.997900623508,3485.240168130352,802.4000550332303,8.811052964934582,99998741.07459
69638.43630316413,19487.045157471577,1832.5225677764488,295.6894577115181,13.56193362816429,99997709.13235
60056.4769493235,12788.3009592146,2308.3135824007186,146.23938037027264,8.126851075411487,99997682.60535
84126.45733818857,27571.238291011854,2213.881223548715,837.0775286200636,14.754591664570713,99998468.91254
144106.08601064456,29805.989828556572,2317.1280882940196,720.3064685319016,15.879948581725785,99998468.91254
123988.0551254992,15118.672055008661,3006.1686412383015,902.9017102827278,7.949022543199855,99998603.63164
54126.544072864446,27672.769669284062,4095.5074713152417,199.99831408531247,7.912445653731862,99998666.47857
95160.02925359443,26286.78767152397,4541.234769022018,440.547524450533,8.066084886846866,99998864.98918
77006.3689403927,12119.05564658916,3763.1582942554596,859.9091814701164,3.6738031412068537,99998619.61574
109795.93454009593,29054.288493963373,3380.3263199740873,719.8296777902723,11.7534735499735,99998769.73123
121314.14133259906,14787.496144123415,4711.917274202546,183.52977598821593,3.757039535312201,99998619.61574
133729.01270943438,19317.250983634178,3970.2099269235673,976.1416820307711,7.530336544047031,99998864.98918
146766.86813457578,25871.52913290675,3157.7075360615195,373.7546507483007,11.923216176777512,99998571.10604
60648.00742942988,14141.042196491235,4867.8036953961855,787.1949909678126,2.3657548802761315,99998783.814
91439.24813242804,27531.672569261835,3695.9974819901026,939.9445578816384,10.165906865263764,99998877.98155
88452.30252541526,10713.436083563627,2422.2260334115927,211.10971499140078,6.841635456182711,99997761.27886
92455.13226745973,24451.187304648447,1457.0648258268636,800.2534137909811,18.027713055369162,99998027.57726
80805.67762769078,19016.67891021219,1549.837267338194,815.0448048272237,15.348396325627107,99998050.1554
122168.69409946566,12883.38610474247,1228.0627106210234,753.284751853029,14.984827945632894,99997682.60535
72175.69124267658,27587.571590974934,4765.939603263388,399.89108480973783,7.349754630568902,99998877.98155
83212.26481515625,27030.150268418256,1559.8413335798155,776.3766460635835,17.86922144227364,99998094.53928
87803.5108004458,21523.259495142105,2584.23051512886,628.906128589817,11.621492920394033,99998433.24893
75685.28411666553,13709.06330051998,3430.194188612884,279.09163871801417,5.473289298349422,99998321.19598
107282.6309377689,29247.652623294754,3545.4890426175057,258.68231146838923,11.249480836710742,99998635.41686
106448.99874930794,20088.174005525932,2041.6061699738245,719.838672547054,13.60976793386011,99998262.19917
146417.20186463778,18040.55963599866,3927.2112613326676,560.9704613049441,7.219751679813426,99998711.75045
76322.63904402233,15662.13082025943,2537.4345020882483,655.7972987073766,9.249970009285649,99998340.41309
81764.8188793762,18556.747530452103,3036.048909520363,979.4873019522,8.849067388181298,99998681.74326
117906.03436816976,29179.959728267644,3590.720563492999,612.449395442625,11.35619164669897,99998783.814
98459.42061550825,17133.875765598204,1943.9071620185323,195.70086537148703,12.603083717200692,99997655.77118
54927.16772938334,14528.373520751218,4534.54885710644,206.92414916414708,2.892350363026175,99998537.82283
80539.15059598724,25282.176930765745,4922.441184097464,589.0872982938166,6.759488850381352,99998940.74627
68511.83686043364,23724.189441344963,2470.9411408075907,154.84990951361425,12.113829359425027,99998072.47509
134126.01620492083,10022.962682353904,3581.61543854276,415.12678608377956,3.187425792196433,99998321.19598
68679.5164352605,17722.54363618749,4954.370209590867,817.907643940305,4.011268441817199,99998877.98155
107591.87762619555,10326.464311533075,4615.007383020371,463.2802704191488,1.041711320950581,99998537.82283
86577.3565131863,28266.193789825902,3493.5408937439556,257.1508916161848,10.703940273546236,99998603.63164
141758.1984257869,11568.674701511543,2037.9277489221113,789.0795562659728,9.540004969076977,99998159.228
69242.80338259503,23455.42530657318,3418.455033664878,261.9865667512372,9.14992150213465,99998503.76434
129837.77942512993,19647.119178104072,4909.436399614698,270.308312111491,5.681484236667926,99998811.49777
101407.74827729118,26548.654176020078,1947.9862284268156,798.3130322991486,16.060414980533185,99998321.19598
112325.65379664069,19598.99433322064,4686.0705851779785,448.7140465981611,5.922760219302804,99998811.49777
82962.66176414893,20436.831474159968,3200.423830244526,739.5267108568928,9.19229695107413,99998635.41686
98900.10380786154,11386.459867968928,2513.702467305139,835.8187597296563,7.240826173324134,99998340.41309
142355.40703526474,19928.30750739992,1350.1743806173386,356.4120923799719,17.687721783920917,99997339.27494
83102.41119248467,26799.259868413264,3404.702511905498,488.56828411674496,10.546897230367634,99998651.03712
52891.2584262133,15535.376122238216,1559.6849561246313,917.4009729490448,13.073566944352812,99998072.47509
143151.02464649238,28041.431230057857,4992.219208666229,268.3874921843304,8.351959780918477,99998928.48069
123913.90737886698,12161.512804666883,3857.762338698812,817.6709066175905,4.099087738048617,99998651.03712
86710.19762729807,17288.625372459173,4322.655562443884,571.7508561100002,5.367606153750289,99998741.07459
103078.77863166534,27883.660229520658,3527.556678918322,413.38589111180386,10.904386345740445,99998681.74326
79191.27208723217,22733.52914905942,1663.534889801026,346.0758756984337,15.783989824959528,99997682.60535
57562.17999873081,24112.55412069882,4732.961113202451,507.2040879677623,6.001998554390563,99998851.84638
95395.66190479885,17213.33251533709,2685.091043294482,308.38616093629656,9.693211880825336,99998201.12908
54094.67044528085,26072.110622334912,1728.4704471768969,547.429049287355,15.480606607752364,99997958.26206
85543.71093635386,15214.131293137072,1347.3684864869128,971.5624831635761,14.568602636377982,99998027.57726
146096.58159286814,26389.11905219035,4922.278540355371,799.5909105091847,8.132772443029873,99999022.762779
113682.1008855514,12179.690970833333,4429.716420752635,675.096387108918,2.8351820363843734,99998666.47857
128996.11926166335,24213.939976067893,3591.307894186923,263.21301923675605,10.059617395805748,99998619.61574
60865.4554646918,14316.292467374235,1249.0473639043275,796.0539202229947,14.792891907300978,99997735.35569
96297.56222486467,14963.950168024774,1041.005638134239,848.5735410049882,17.129171178341135,99997655.77118
54180.18984253654,20231.672822075805,4225.146362123442,707.3487906859964,5.805980520877203,99998783.814
83949.41821739086,18917.59455486403,3453.029361095283,529.5786363907114,8.007064065976287,99998587.46246
89015.79237422944,12793.829665583618,1549.077438399943,827.5528081786367,12.469580038057767,99997958.26206
125730.75164721797,15677.971042965662,2415.621026508992,310.7065685282308,10.246120183084102,99998072.47509
84873.9586545304,10689.12666145291,4385.1314178681905,972.8674454337526,1.557671634387485,99998696.83322
61849.46430137182,29549.66725985462,3190.967440871661,725.9930089272318,11.019105735582503,99998696.83322
53343.79161339042,10348.906002887794,3248.0066454393486,449.602851135671,3.4201101194219734,99998201.12908
126695.60071286446,27391.92601300853,1840.6366871898158,999.6066553710376,17.26560378287496,99998415.10681
78813.10387127059,24675.948126507148,4390.6758490967095,581.5600664604347,7.572770051610174,99998851.84638
121145.24752799248,15532.77173365626,4151.136750694788,856.81973012327,5.375158529268945,99998797.73557
72015.208285135,23723.71919693175,4656.305891643386,665.0267008918651,6.641541523310622,99998890.82518
91771.52044670975,15792.579806432062,1137.8802513944847,575.3378147905589,16.96025045045409,99997369.73201
88819.36360278865,20600.549119155126,3779.7431449494634,274.4542525368662,7.8369116209378555,99998587.46246
115535.79434472838,19036.280535986414,4991.469927787499,847.8358649705091,5.248994038148575,99998952.87145
98640.48781087773,21502.88583434904,1808.3870977760705,907.5002139189452,15.17578586193081,99998301.75635
69437.6135676006,16326.127342074687,1023.1066898410104,620.0904644058832,17.816880218671624,99997308.4652
110801.90147111088,27280.552381930986,4565.30067248868,794.1931923554848,8.618940405161828,99998976.70701
59605.24628750189,20502.532255318838,2161.458846586696,602.3111793693893,12.134749696287102,99998201.12908
104515.81077483573,23509.427564523427,3133.9670168117873,623.8937850421618,10.8159206405419,99998619.61574
123484.29594841361,17184.068986702106,2235.4447718244764,390.38976445122495,11.686096920208737,99998072.47509
91789.4444603196,17634.113016236253,2628.4514438050187,758.0597197778393,9.971526080826484,99998468.91254
139594.1007495437,18616.217694703908,1117.498801829699,458.5481949402894,18.933232298823185,99997213.87883
142166.3512555923,14594.496102832909,3670.4927450445325,171.45653299447815,6.007593534590811,99998415.10681
69085.69557669938,14867.974409873023,3790.643580899765,941.0313827289735,5.150735569721317,99998726.49692
84049.28819311598,16526.32137455053,3621.1112999560087,371.11454594189684,6.539308873628622,99998520.89161
59427.07102774651,26082.971648338822,1776.1441460184087,351.93133545753506,15.448122871245353,99997786.90529
124302.7903662344,28475.913821258182,4639.690484931609,554.1985763345402,8.93365998974317,99998940.74627
125546.80083395338,20432.76123489149,1175.5852562074645,939.221604630972,18.792488124600837,99997958.26206
133248.47786042854,24810.208926390584,4071.203719641952,890.4915500297479,9.250313227362682,99998916.07309
140417.5130629678,16636.546490652145,4590.179117362695,394.3157737459012,5.085917694431979,99998741.07459
97763.1180977951,10339.701330966176,2052.9228712775152,918.026405903425,8.313902601173691,99998201.12908
123006.35299642073,21191.065855230307,2333.7964126961942,978.9571399154046,13.03619784550581,99998537.82283
63369.28746822765,27113.391145249076,2918.3969413585637,984.4164133561394,11.242193763029428,99998711.75045
66579.00520712652,21645.20391794139,1486.5822392619602,174.69513029249674,16.112470688887115,99997181.61707
137591.54034411017,15176.11022056242,3073.585480306232,578.7495510199027,7.965650433162919,99998468.91254
60684.28918892479,16366.883433566858,1699.6430097125758,746.2641874201896,12.86103094275795,99998027.57726
77877.0697277986,26101.696589578423,1528.7153808607322,516.9187468029654,17.598119260422056,99997786.90529
91756.99373764693,11666.852566922338,1817.4941005876117,414.4642287054911,10.184548793197967,99997655.77118
134730.47668676672,22241.752488228984,3570.4992391661635,218.15815707638052,9.518451067967735,99998571.10604
58946.75855296869,13286.112556785947,4608.381576821668,922.1827294646025,2.359892988367162,99998769.73123
106586.33141787913,28386.834131119067,2561.6333121122557,333.99405062702306,14.01882130885149,99998321.19598
68906.69638239767,17653.00099395303,4586.012315131496,929.5665944539769,4.676276375112702,99998877.98155
101385.5839753478,25484.261175605956,4693.278175583369,709.0354546396161,7.732952526749834,99998952.87145
122120.74715737134,20637.960957201696,4546.995289680343,764.8635335302456,6.751808701143336,99998903.5218
84013.7649474427,17565.29267098762,3906.681025142205,364.84376281801576,6.3087237613661875,99998603.63164
132689.44621468382,18717.1783128002,4879.920583285742,152.92863834576127,5.370730919432484,99998755.48539
120300.96596655906,28824.260922873025,1158.7508977177708,228.3921471901251,21.838701257661373,99996909.70457
122213.03621269492,19266.504544466152,2719.695161349385,286.5789880559702,10.755948062624661,99998262.19917
149344.31104627493,18358.438373100522,2250.767978647804,629.4605864868422,12.283427003716465,99998282.09161
120771.064903319,14080.795615057523,4967.662830526242,109.70248500508261,2.8905990285383427,99998619.61574
55802.13880154936,15810.866224141613,4993.524093530205,810.1911284545428,2.7691444227317934,99998825.10245
96559.11588978619,20501.15343303899,2929.2756449017006,820.7704087409206,10.325352231059863,99998619.61574
81998.5246598708,12068.090300656555,3372.620813226399,786.041113795728,4.846230592254123,99998520.89161
136319.80514667774,11766.142559168919,3418.644538584086,611.8784152090315,4.971126791359039,99998468.91254
104692.3691200318,22618.68668452899,4784.284997813173,339.6816300994318,6.684765313928773,99998838.55139
128848.70211306195,28456.499516703945,1185.8869178407128,923.0406328528084,21.383244705088018,99998004.73769
51381.262543414574,10097.452376732363,3114.8317231077694,369.9213960898848,3.5411084604619014,99998094.53928
112791.941385941,10084.611791627467,1275.5665174407102,997.8679043248475,12.141695907465184,99997910.70387
136531.90127511913,16296.44756072143,1233.3576928211799,557.7517652083475,16.905447369876228,99997488.11357
60563.75487273016,19225.175133454206,2302.452232935927,131.77534884168358,11.052466085193274,99997862.03791
51508.94281762959,15225.951888498748,2548.3249465288072,202.1949323804426,8.21994149197086,99997958.26206
142417.58875124253,22055.147344155892,4494.9215986518275,859.4561838933878,7.552472769099237,99998940.74627
126537.96388901726,23170.916819544003,2848.843094000481,612.2696924903349,11.85234619194409,99998554.56023
64718.65842545241,18679.044812784065,4886.9988188449515,146.30603241419152,4.266091383815123,99998696.83322
98207.28008092246,18582.57062108566,1231.714159599299,774.7569078591393,17.65148600954046,99997786.90529
50277.81032368833,24565.072396152755,4264.686527670767,425.98776017416714,6.661590503164641,99998741.07459
74172.34825911411,17058.129373287353,1298.0188332239138,425.99616984075715,15.935521300318465,99997308.4652
76660.24931721858,17458.70715675306,2706.6423565537534,212.91592748012172,9.377988877169246,99998137.91286
93303.34348130034,29541.89464526299,2646.9068314375845,248.0993152059926,13.693435064806781,99998301.75635
94812.5915935562,13533.264226222422,4253.7045543753575,233.26557630989535,3.728473385201773,99998503.76434
59353.22024577018,11417.475029140478,2522.355282303306,294.39373972658643,6.5157015796028865,99997910.70387
113904.71602353627,17902.82732622903,2902.9333661844003,793.404249405967,9.61050612881558,99998571.10604
134897.76591152826,29925.669338467505,3971.4914941504153,176.5409027533668,10.785165531416041,99998726.49692
64711.28899088441,13768.94739476933,4360.455124702383,327.34115739254855,3.1613530192287853,99998537.82283
78573.76644727995,21129.19418871402,4803.169560734557,877.4851314564984,5.753963081226175,99998940.74627
76272.52121676653,10359.662529571815,2711.594440097948,959.2206464099648,5.589135264562017,99998396.75461
104141.83778811639,20452.76970486082,4841.636812521254,155.4202262662683,5.80669412956818,99998755.48539
122464.8918643662,25314.225182631468,1835.6029213645452,632.0144909068894,16.55555253644303,99998137.91286
70202.13046948091,15261.213191869303,4750.008678690126,210.24616495568952,3.248807762586754,99998619.61574
53190.79280230238,27456.352480050726,2544.057305161634,803.4065522824276,12.068515324475017,99998520.89161
123368.90931462664,22188.10230436011,1425.8489309238635,954.4474878652582,17.469665384474798,99998137.91286
135068.33908698993,21425.802445631292,4343.120344103803,689.9186087647407,7.567336663714532,99998864.98918
107817.41210958257,19529.20428584608,1588.4704975759914,420.0941086771265,15.66595727090097,99997682.60535
74539.92273956645,19148.543948421044,2940.775468290226,521.2836897449221,9.318989153340084,99998451.18338
103977.30706251523,19405.99911836691,1102.5805144444698,204.65286086492557,18.934425953591166,99996572.32213
88436.26188583765,26690.48888187376,3818.1957896381023,607.8267629246765,9.627247149230207,99998783.814
80111.57512090312,22635.76592141237,4774.961154244424,418.9697876201129,6.246668583171958,99998838.55139
83579.46020566582,23136.638078982214,4610.907670696483,454.85030962112717,6.795954465960681,99998838.55139
82877.70748692469,24496.424707911814,1134.6192602052806,310.94180100156063,20.073011393857985,99996980.04828
104781.69525787683,25656.757466697894,2244.568604737308,272.84521543103705,14.459171248044886,99998094.53928
114688.77372034574,25636.263043814426,3877.29152789853,923.0610365809086,9.702072000848931,99998903.5218
98185.87874945541,26299.53114266991,4044.7465807618414,600.6514198315115,9.216967872763192,99998838.55139
103276.12562723432,25421.778162073846,4597.6617443917185,693.4360585068304,7.9306005744244255,99998940.74627
63443.84666361041,19565.64704122423,4129.460410944895,235.84152754109314,6.048811303979562,99998603.63164
66555.97864563303,14036.276215018204,4951.2613717665645,347.41914640714526,2.2261733396921257,99998651.03712
98979.76564343076,12433.53701974644,1865.2901819955048,924.4225329579259,10.670749606210027,99998201.12908
54036.1769488939,21026.29126305797,2763.627760272353,421.3244180369354,9.813548769290767,99998321.19598
59850.4824026514,22516.940888064193,3417.582641039287,894.4596608740061,8.636830430486704,99998741.07459
116146.58117451088,24615.39014890604,4849.369820451648,205.91645371958353,7.324784301529577,99998838.55139
103182.07985880898,14056.581960732823,4172.03708246047,450.0029750137842,4.319849676617041,99998603.63164
133020.9557770752,16572.438691837946,3171.796260480463,975.426422584499,8.406824092764595,99998696.83322
106726.09416942103,20418.57297666883,4364.793316174437,374.7412684582042,6.783079523519455,99998755.48539
100154.5607121338,21721.36106409505,3032.6694791728937,392.1425782057189,10.417742723962942,99998468.91254
55715.37865007615,27004.99227686667,2047.0538183270826,848.8436585039694,14.278812222026115,99998378.1899
84424.27234871004,11597.386637340182,4784.499761003298,179.41001980522032,1.3671289445297354,99998486.43875
149462.70649052365,24710.64233490964,4756.70712398857,504.3132081644006,7.916617428634369,99998928.48069
67643.9878160801,22830.894278125365,4450.484861539991,403.1977194484792,6.577060540890911,99998783.814
73676.42080842874,10324.110481488755,1970.499421744823,670.4519930594738,8.338849543505276,99997958.26206
82936.25306147168,17445.61611021869,4155.929550119007,914.8335289590514,5.770988996110765,99998825.10245
114400.0333285346,18309.656397964813,4915.6669891759775,751.1483907430807,5.080788274268643,99998903.5218
63098.4630378425,16993.46102647038,1872.8891364867818,345.9399330392226,12.165224955804259,99997735.35569
127400.42698591933,22510.040145573555,1215.809467368787,886.5986836844343,19.19933014170757,99997958.26206
55559.481645531785,12829.151680238123,4120.290466620963,871.9339853975401,2.988115669868685,99998681.74326
60993.08507436077,20256.207911142137,4760.296277849614,529.8977926006585,4.9735017687073775,99998811.49777
73833.0040552489,29519.927511505237,1262.4111036457139,267.74119962044705,20.061134476669036,99997115.9685
138509.54591016733,24624.240680985746,1802.4351001655104,831.8802162541349,16.739069710600447,99998282.09161
126053.78672814275,11752.427052349414,2604.2779908224416,401.8535739717668,7.312526913491636,99998094.53928
130984.07517266994,14048.05389082302,4622.194291061845,206.54200919840918,3.5952479339293753,99998603.63164
115929.93993885907,13441.385189840445,3442.880130378575,947.5130771130182,5.875555666909503,99998666.47857
68905.02006369895,11334.609623911128,3840.474765811368,995.616405610938,3.0455909293556473,99998651.03712
140958.47973031527,24236.980355627973,1530.0453746984927,846.4064142682475,18.19822218716235,99998137.91286
83830.04534030674,12676.458076973835,2318.1694591230726,826.047324590439,8.637651138566243,99998301.75635
83814.05563580201,13311.241723723588,1554.7815204406506,338.51702677634444,12.517941648603323,99997369.73201
55038.111622845354,24180.186872074137,3017.9886554109835,464.82595351839717,9.954577500395922,99998468.91254
98939.29481118734,15235.71843334549,4214.418262863194,618.960489530279,4.873463217895976,99998696.83322
120856.2954392167,27121.098760364108,1068.2702803274417,353.63785662188667,22.19971674607845,99997014.61738
102078.15259991447,20388.49860956834,1624.0611478163562,539.7287865598389,15.741911702272773,99997862.03791
115354.6132335921,12153.139742688674,4313.343416945892,274.68114383941855,2.9588349682956503,99998486.43875
138093.13389440917,16909.940693987373,1159.567776040118,464.62662423172173,17.77442270322358,99997245.7713
75332.9484363452,10142.091775436655,2966.399872308939,413.20188607226686,4.489913430403074,99998116.35091
53668.32924694005,25439.8694137211,4420.657970359869,839.7643648865456,6.8052408117919105,99998903.5218
110808.45436311932,29445.806884779442,1929.8773474371474,871.0564249363774,17.088783029013346,99998396.75461
61947.282253514866,15175.535820868075,2682.2611088951917,905.3496911711752,8.234346822463118,99998486.43875
67994.9928568028,27077.745680032087,2201.5890072147504,368.0740103575586,14.078552567261564,99998116.35091
127153.95586514045,10115.983888465387,4749.11614480124,823.4566136100391,0.8166321076192682,99998681.74326
131394.60413648956,16528.407177103436,3775.606802453321,711.8020284356559,6.773798646177801,99998711.75045
127519.52772292549,22723.153209499927,3248.124823594694,295.7004581633498,10.473753837197844,99998503.76434
58507.49590699178,24600.739465486244,1894.5175820282393,342.15663168444763,14.415376377328418,99997862.03791
104621.96360254676,10730.0208090806,3253.3166600727172,146.3031441988823,4.360011738248673,99998072.47509
54327.94089171912,29559.903203237045,2044.8077829583387,298.627137337462,14.642577704762116,99997958.26206
104164.63085179808,12084.074186828228,2358.8228781068883,321.3513378142013,8.211800704142025,99997910.70387
112858.82623889751,26613.773399096524,2611.504123059839,653.9949837992855,13.512366470585144,99998520.89161
72908.89700744885,23250.661523346724,4439.067371122515,316.38636439171444,6.875026902646369,99998755.48539
115973.75860936116,24154.330809345338,3023.2634546722575,852.5280931159432,11.419289805999014,99998696.83322
59824.05126287536,17247.11800034008,1970.637570611117,203.97229878269357,11.702133280161727,99997655.77118
87989.51700604889,23050.715680759255,2715.211378673973,501.27342107363677,11.656669059267792,99998415.10681
74079.23832974792,21761.960249696804,4690.78996740131,421.85352100334876,5.980813244558436,99998811.49777
88335.01443934487,29815.505447707852,3066.836997347053,784.8202947755404,12.377489933187016,99998711.75045
110873.41719622255,23042.422631528618,1418.9549829631142,307.3308243939098,17.979295652984607,99997399.84044
125358.22618275447,16778.974551201165,4403.972883468705,630.0428933650885,5.488950489067946,99998783.814
112190.01587276552,29287.87942132922,2698.6398584152475,877.6136387477108,13.932406518093739,99998666.47857
118792.08470525783,16244.703551009221,4844.881659238057,603.9495689527622,4.280107982558177,99998825.10245
122808.32482003229,18403.36103232535,3536.249665907697,914.8714631468117,8.141500844755273,99998769.73123
133944.24735730817,20639.18512075449,1008.3703276116589,652.9816964690631,20.294521916092165,99997429.60422
142090.32777653792,16746.742740118993,4656.526748746492,134.7328001866004,4.9831377283628235,99998666.47857
116014.57024318764,13664.0125202528,3328.6309384119722,228.64990666050096,6.192468521542407,99998301.75635
131627.82111959695,11989.612725145971,3826.415690653775,890.693802557007,4.122326159452765,99998666.47857
56294.36639960843,11257.18666059076,1430.7899181114276,237.09796788421076,11.422062661133909,99996945.07889
132698.44004912535,18310.60191967321,3008.2409933556346,594.090317894256,9.607847622309556,99998520.89161
58781.75268878713,29648.68219234987,2540.694724432476,415.75791935781353,12.934790910544084,99998321.19598
58538.424591394745,21763.95740171833,4794.489148445967,203.06619038055095,5.239614171512149,99998741.07459
57100.43583866717,13262.401072983284,4272.3470944119545,600.1892497371188,2.973729848528234,99998603.63164
73879.96731950778,18133.11454286528,1533.5025770808738,277.9472517058018,14.78089689588326,99997369.73201
108256.5292058338,22729.544155470365,2415.0624769787582,324.34350489643725,12.956425343430434,99998180.29914
143634.1546572028,22925.52102393272,4946.961571704067,387.6691201639488,6.931448710061324,99998903.5218
140552.3215917116,28732.01979994728,4285.194727414507,397.22580813113404,9.890784375283872,99998851.84638
51459.66305590485,21656.496952589037,4415.244179073291,669.0868859512651,5.720883053891695,99998811.49777
90416.07463561167,13799.563115187131,1908.8112752730501,465.25960067287076,11.037987506136574,99997862.03791
108699.27219713233,29116.057880944194,1130.165516302538,127.47830421133159,21.932185840874354,99996572.32213
115075.43810786026,14719.473487175244,1508.3651885974439,826.7732826321554,14.106061567659475,99997981.63364
81938.36768375772,17881.711516014293,2291.8558701626566,140.70073554513394,11.144938345200831,99997862.03791
93496.93480555047,22939.92895484605,4109.363307751489,223.56419193135116,7.94330039379442,99998681.74326
66154.63695871737,21347.15563978334,3453.7335582651526,127.79550201975141,8.302410857538147,99998415.10681
129083.50747701657,18397.65603404315,4820.451285760077,202.78070479747865,5.32266962300624,99998741.07459
52619.07857804884,19997.840235570333,4633.890867987484,340.542109385506,4.766566663773242,99998711.75045
120127.36367843953,17626.433794173056,4392.095824120681,270.10718022034035,5.755732158547426,99998681.74326
