R_f,C_f,Transimpedance_dBOhm,Bandwidth_Hz,Phase_Margin_deg
75261.86637777298,1.2735483187718442e-12,97.53149097737628,1640489.77,135.34496601464082
20025.51142567767,2.681208499008995e-11,86.03166314657308,295020.923,135.1257226577992
68497.78607176179,5.389097670915243e-12,96.71352177816998,426479.519,135.30524642180168
119148.538301996,4.901075511831703e-11,101.52170721365847,26815.348,135.35883710666627
156585.69069177713,1.7549212916661522e-11,103.89501979617614,57443.9937,135.1853855612853
994222.8995116423,2.0828119305756393e-13,119.94966647680303,758477.575,135.37508243073498
17403.725178858233,2.5106493529406073e-11,84.81283534020378,362978.055,135.09181232959992
24755.889473231935,3.7320592498357216e-13,87.8735620205558,17178983.9,135.07869958571047
151173.90211622464,9.698381336248372e-11,103.58915923594763,10615.1931,135.37229493429408
584212.8752696516,3.906295831751231e-12,115.33140486665545,69083.0971,135.22980877983804
1590.8971688381334,2.087125974270394e-11,64.03283351258997,4731412.59,135.37132582046698
28318.53951348041,1.4805950032638395e-11,89.0414080407241,375737.404,135.28449903385402
50474.3718075384,4.37085944317793e-12,94.06140968736526,716043.41,135.20992050361886
47726.87052595173,3.3009399824619307e-13,93.57525048672946,9999900.0,135.2915267349323
2091.503208143122,8.597678464361635e-13,66.4091620329735,88104787.3,135.1306346914609
308384.076453201,1.6212233907057115e-13,109.78183021958232,3162177.66,135.19032687980632
84619.57585938976,2.3058574342369794e-13,98.54940819806914,8128205.16,135.1000565849726
13658.710196679061,4.044611836210216e-12,82.70818512730114,2850918.27,135.29904940612295
575745.4215535386,1.2620924579265375e-11,115.20451065279538,21527.1852,135.3626923412536
986242.8661866385,7.040114453537768e-13,119.87966798215815,226364.431,135.34673480025413
470084.8139146701,4.3019968947030544e-13,113.44351567703278,776147.117,135.39404573908752
354940.88267106004,3.839641203760198e-12,111.0031086176831,116044.861,135.1565627495536
191599.68574978368,1.4157118817919238e-13,105.64788717057672,5820932.18,135.22760459071435
643489.3242751736,4.726843170288063e-12,116.17080236912616,51780.0039,135.24456540852884
30248.64896411663,3.088721163822019e-13,89.61411095781466,16982336.5,135.08809134898655
48404.938342334855,3.2624293626035384e-11,93.69778046682556,99900.0,135.22357312000688
12937.186534845716,1.8897939061753026e-11,82.23678803064273,645554.229,135.23521567276228
132957.18753963546,9.53663721488552e-13,102.47422770776923,1244414.61,135.24492542430636
369021.0392040558,1.5236681894045208e-12,111.34101331990948,281738.293,135.12392014927389
910608.449729637,1.1846153293070563e-11,119.18642532786386,14521.7717,135.2579896377838
11893.097065786738,3.893134672631761e-12,81.5058906103248,3427577.87,135.08085491819702
631884.9890777826,6.647618060839243e-11,116.00972795406904,3658.37404,135.23192979573443
18072.41820932528,1.6582236548752237e-13,85.14031667571811,52480646.0,135.34041722657952
127893.91896904536,2.8545045168182695e-11,102.13696636052786,43051.9077,135.29284310341367
1473.8322477206061,3.8332789036964006e-11,63.36895241206025,2786021.17,135.3167310862351
148353.4869010303,7.175220315594272e-12,103.42594452920027,147810.839,135.30917696343
93732.02817351995,4.3467772794999666e-12,99.43775131743224,388945.145,135.11640859397676
75730.91879314171,5.384787529717603e-11,97.58542732147626,38804.5145,135.09092057425775
458196.94662234344,1.1756809323586058e-13,113.22103513006712,2917327.01,135.36137317245974
236603.11632408772,3.811429756098328e-13,107.48040051907833,1757823.61,135.11291400559355
1412.854962552315,5.256073018645396e-11,63.001942957960885,2137862.09,135.0699985281637
1555.198439996165,1.2261523655017056e-13,63.835707553445395,831763671.0,135.0982785046229
773892.6730098852,2.7423885409991154e-11,117.77283382569706,7313.10241,135.33050039684107
5210.6158545272965,4.656886103796513e-13,74.33777244659497,65312955.3,135.12107428602866
19458.70297381388,1.2832215068086451e-12,85.78226909891883,6309473.44,135.29054179927004
308263.05528638646,5.701029136403467e-12,109.77841558457975,90057.1138,135.12832589636906
3637.6798885219096,2.2400379122638567e-13,71.21648089923693,192752391.0,135.37864216124618
101333.5704824997,1.294159760025392e-11,100.11505524085243,120126.443,135.26905705566415
350298.76932600903,6.261242612022455e-11,110.88793883729198,7061.4341,135.37736941177243
4929.541472435572,2.387707646789329e-13,73.85612180991204,134896188.0,135.0681050575263
3593.918148217285,2.4554602084035106e-11,71.11135493860824,1798770.92,135.07381717610252
305419.6297548035,9.674670036892512e-13,109.69793010021702,536931.796,135.0848972739435
1325.9028907746788,5.427624475954709e-11,62.450225663904185,2187661.62,135.3099348216381
153390.32054608816,4.606376662099561e-11,103.71586481926758,22287.2114,135.17564371711242
10610.026571934717,1.0197297686885694e-13,80.5143207812512,146217617.0,135.17273034200844
21390.830401424904,3.589283374771595e-12,86.60454420997888,2065280.16,135.10453574918597
61489.40180093968,8.594848710102325e-13,95.77599667028554,2985282.62,135.24944894703762
272334.0947557817,1.1557189437977346e-12,108.70203147679615,501087.234,135.25500639015104
45709.95675614011,3.656313430336472e-12,93.20020747509909,943960.876,135.2484116684214
150641.00007004174,4.998818048786228e-12,103.55885416275669,208829.613,135.33044776701615
26458.799044552063,6.036556698911181e-11,88.45138948408172,98755.3095,135.22828122491046
4194.223573936507,1.7993669843629283e-13,72.45302285751569,208929513.0,135.26707252253024
11426.74491887179,8.748182601387785e-13,81.15844198929643,15848831.9,135.13059283475243
227313.67723170435,9.758603307971026e-12,107.13249421590875,70694.5784,135.383036103773
97376.87529154768,1.219645920679298e-12,99.76910798171602,1333421.43,135.14053810776022
686847.8901223596,8.250425706157771e-11,116.73170039972392,2686.12117,135.22976441206362
32691.10675089061,4.889244941361881e-11,90.28857941258771,98755.3095,135.207700534175
2110.0380215574496,2.6788263508702222e-11,66.48579694262177,2786021.17,135.30245919959248
2462.3037049115665,7.067690935456634e-13,67.82682368928758,91200983.9,135.0792206199987
136250.55685599166,1.5131156991049438e-12,102.68675696458845,767261.489,135.17214627434635
360844.7188254891,3.03238379771283e-12,111.14639632176149,144443.977,135.179131976066
3572.540747999762,4.169969462283348e-11,71.05953509702351,1059153.73,135.24472858532266
28949.941172205108,3.5198199188107614e-12,89.23294501426028,1548716.62,135.24089865381325
70045.20474449855,1.0122468473531663e-12,96.9075594926762,2238621.14,135.07620769265807
301198.19955264527,5.610183699569159e-13,109.57703870211071,933154.301,135.26323823250465
274926.19668089674,2.9487601022462725e-13,108.78431379182831,1949744.6,135.19555373220211
4432.399053391884,3.214008794287604e-11,72.93276835725038,1109074.82,135.2067443467454
31150.81119534518,5.458407083860703e-12,89.8693784836744,933154.301,135.08475388734814
12802.292159754126,1.7980149584504862e-13,82.14574602469385,68391064.7,135.31260456134964
5635.988780203994,1.4557184273465166e-12,75.0193937119676,19275149.1,135.18289327973355
2830.245511854784,4.6422579248326866e-11,69.03647349515374,1202164.43,135.2154868889359
53442.755566134074,6.319161964748936e-12,94.55776797507495,467635.141,135.21581977420834
6095.679942501331,7.687759819858229e-11,75.70043406046386,334865.439,135.39565182469252
47812.12396868814,3.4581938498239426e-12,93.59075200577365,954892.586,135.22643696664304
12037.704186628283,5.798175813144606e-11,81.61086381011327,226364.431,135.19690719355205
15494.052073637895,2.0091029645728775e-11,83.80329138805365,506890.708,135.240959483473
1644.7457903472286,2.312554746778486e-11,64.32196698262523,4168593.83,135.1074769134122
1335.020856202779,1.965547169670005e-11,62.50975233580309,6025495.86,135.18790498939146
228804.78196337662,6.896396836863465e-12,107.18928897280799,99900.0,135.24622759116892
72864.48179543922,3.157496530913505e-11,97.25029985435418,68291.1647,135.32726558653235
37764.84841663853,2.047329263794712e-12,91.54174623035715,2041637.94,135.2338201121905
130541.48378046356,5.5427307430691276e-11,102.31487243321442,21777.6162,135.15487030892268
79014.3570761843,2.053730032972452e-12,97.95411148264323,977137.221,135.10361418638217
3613.0981466458816,2.8071293293669606e-11,71.1575864828889,1548716.62,135.37453092680607
117419.6398110706,1.7508311205665254e-11,101.39479890925904,76636.1489,135.25297803453034
408702.04707596335,6.208215555699117e-12,112.22811654371986,62273.4835,135.1613826012935
287453.36598317063,1.6546678835903264e-12,109.1713388996717,331031.121,135.29959699787003
1858.8717487679014,4.0401569864611574e-11,65.38497986669692,2113389.04,135.07734056938114
96277.20174178346,6.093294862560238e-12,99.6704599093428,269053.48,135.22720988136336
23682.82804982685,1.8573716768096546e-12,87.48866254654773,3589119.35,135.2300643778864
216882.6148735057,1.021817911889423e-12,106.7244860570895,716043.41,135.0806002820826
945464.9042229492,9.626969008209781e-13,119.51289814626597,173680.083,135.17712235398193
80847.10172734121,2.549632530483408e-13,98.15328042941603,7673514.89,135.17665660529397
1298.3451454975025,4.4118131895283975e-11,62.26779450939659,2754128.7,135.25150892077426
5046.422793750083,4.055560486555941e-12,74.0596639862917,7673514.89,135.38163222653077
1004.2967442737682,1.468561958314511e-13,60.037232431770505,999999900.0,137.1790551079048
119990.85021566272,5.5146044109794386e-11,101.58287884584306,23888.3292,135.07636252813413
25667.71232973733,1.932281157979253e-12,88.18773457798729,3198795.11,135.08988590274075
4008.427687044736,4.712464610699527e-13,72.05947238560212,83176277.1,135.36925584704883
5292.481777346625,4.2112170179755804e-11,74.4731786585008,707845.784,135.24756967874157
2265.9418942292946,8.969830115722745e-12,67.10496670712136,7762371.17,135.24981270910826
62346.28418287424,3.060679027315143e-13,95.89620281064836,8317537.71,135.07861405432124
256194.91475351487,1.3506916953833224e-11,108.17138087083778,45608.819,135.17766662066737
405758.2149903829,1.0055987282905834e-13,112.16533774329095,3890351.45,135.07441377053593
2168.7406830341465,1.4005028000793745e-13,66.72414384346746,518799939.0,135.285522786484
2147.283532901104,2.584530247480544e-13,66.63777920497617,285101727.0,135.16814953616833
199766.25252725268,5.243684244970417e-13,106.01043376087432,1513461.25,135.10959768786768
2554.427972879938,5.1267891891396e-13,68.14586455331602,120226343.0,135.30877327608027
1030.3709529356524,3.775729955360586e-13,60.25986346457416,407380178.0,135.12042383498465
804959.2076462888,2.0127943284933914e-12,118.11546425799898,97623.7221,135.1482116247276
3880.727453915704,2.9352584173917986e-13,71.77825417641515,138038326.0,135.3470059751757
170446.43531152472,1.3192985789410696e-13,104.63174978821343,6998319.96,135.32249969241172
286460.49397228524,1.9149581518739093e-12,109.14128552531469,288303.15,135.17124918659104
241549.45663087445,5.514498111078497e-13,107.66011258273734,1188402.23,135.1522496347907
834314.5345645382,1.5705950335401907e-11,118.42629311459996,11922.6443,135.29195928475997
2641.6022717570936,4.124197515833078e-13,68.43733991006108,144543877.0,135.30430342334208
66846.22435747873,1.69862769510023e-11,96.50152675021992,139536.836,135.10851401180392
52681.793242450636,1.3881242746487705e-11,94.43320138185518,216171.852,135.18016241730285
35884.93516552527,3.9444948875630884e-13,91.09823464078774,11091648.2,135.39026966701272
5853.16742580192,6.713365193365633e-13,75.34781025555313,40271603.4,135.1641782004982
1188.9366005545414,9.035950866997811e-13,61.50316526010875,146217617.0,135.37516558240858
12459.930506129178,1.0997756952845177e-12,81.9103037168639,11481436.2,135.32983971662247
87027.4578170243,1.2456881799392513e-13,98.79311726536065,14621671.7,135.11573326703163
4767.880704677434,1.9867360798479998e-13,73.56649893258682,165958591.0,135.35320103519786
5614.623797407921,1.337936118083071e-13,74.98640455733708,211348804.0,135.07019195345003
110679.36230462111,1.335556864957032e-11,100.88132052041084,107051.931,135.13793718296705
389204.22496563336,1.7563227789524391e-12,111.80354143494202,231639.465,135.13445107786205
85264.76831311098,2.5412682168668392e-11,98.61537558958273,72343.596,135.39577326103839
176681.6370060733,8.647482561781702e-13,104.9438195822392,1035042.17,135.18067621262128
72682.73910935763,1.0383452832849477e-13,97.22861702934185,20892861.3,135.26695665638843
2958.565634564675,4.289074437899033e-12,69.42161549459688,12445046.1,135.22264936561845
10411.674890340506,1.2510166592807727e-12,80.35040331556452,12161760.0,135.13433166723297
63416.99407740424,3.103997087916363e-13,96.04410437852883,8035161.22,135.17765188126097
362922.69581984746,4.475864565498134e-11,111.1958214909703,9672.37221,135.07447792520298
2752.949944976231,1.0061171236852201e-13,68.79595761830896,568852831.0,135.2884748774312
396182.7115506163,1.2129676937441135e-12,111.95790131395533,327240.695,135.33478562369396
313746.8236773133,1.3752468536033779e-12,109.93157775415841,367182.3,135.12270183166817
2594.7110201347327,6.276208382112791e-13,68.28177125706092,96604987.9,135.33204185083318
85948.27496106375,2.1932191541275556e-13,98.6847346065777,8413851.42,135.09900789440303
199469.97076826319,2.9052430946177418e-12,105.99754122526912,272170.131,135.24803099751878
4025.0654036184073,8.287211380307992e-13,72.09545015399362,47315025.9,135.2400260653353
320935.8537005575,1.7592191362701222e-13,110.12835606009405,2786021.17,135.3352192887212
849663.6757791078,5.031611420432231e-13,118.58493204268889,367182.3,135.3869333566091
2353.661253986658,3.877107743573914e-13,67.43487048327108,173779983.0,135.10345154570436
974131.2603375679,7.701679553784069e-12,119.77224441197808,21034.8904,135.10667748985406
3277.4222682114137,2.1540764586337234e-11,70.31063930936554,2238621.14,135.19964684114802
5127.953593702218,2.05323861481944e-12,74.19887304805562,14962256.6,135.29265311871407
1027.7616957767043,1.4037688364154288e-12,60.23783989729903,109647720.0,135.17362380562844
11034.408892258658,1.9869362020684764e-12,80.85497281401854,7161334.1,135.38832832875391
3773.12819339502,1.064683389510189e-13,71.53402253482014,393549975.0,135.19116888641236
5817.882657128824,3.6513748616357675e-11,75.2952903946071,741210.241,135.30334736962072
1859.628681892353,3.620733809595434e-11,65.38851603780101,2344128.82,135.23729020814602
82873.72131695105,2.5391406266090965e-13,98.36832812650697,7498842.09,135.2451553659423
258588.28127388904,1.7455338374509392e-13,108.25216810262825,3507418.74,135.1505968711724
10234.252532202947,1.4536606060645583e-11,80.20111387392711,1059153.73,135.28370616761947
23299.263820461543,3.980795298624658e-13,87.34683529887157,16982336.5,135.29736686707545
689869.1042340298,2.9683798652420482e-12,116.77531803111789,76636.1489,135.36503330806454
565383.2712249962,1.6283303507793101e-12,115.04684895159335,171690.839,135.18038837623277
96433.91099426364,2.883001222813423e-13,99.68458692275875,5688429.31,135.1811051613803
1358.7368376631275,7.315714917599116e-13,62.66269833370572,158489219.0,135.29208498613485
2061.412832259067,1.5581114176644851e-12,66.28329082665732,48977781.9,135.33355035435494
1424.1994331742467,1.698159789091027e-11,63.071407504142016,6531205.53,135.21575170986756
12572.052705853106,4.938277836144597e-11,81.98811451518146,253997.271,135.25319487537826
1505.177086163319,8.62698265865324e-12,63.55174329106808,12161760.0,135.22253513384825
10330.39091596863,3.93177065813056e-11,80.28232616316978,388945.145,135.2054897645607
5381.249450930698,7.789925858580959e-12,74.61765380802748,3758274.04,135.2904805047321
698552.4633154783,3.2556770238552076e-11,116.883085180014,6818.30971,135.3284805339151
11961.485991426653,3.939673968871444e-11,81.55569367560729,334865.439,135.23580042463746
135407.67746351808,1.16241907788523e-13,102.63285710938155,9999900.0,135.31755264399908
2957.1845203580483,1.6211806980988293e-13,69.41755980026198,331131021.0,135.07323881290398
569932.2811868936,4.3378390378269976e-11,115.11540862000375,6282.63486,135.24561089205343
76539.87903981165,3.6304485188838856e-12,97.67774661648093,568752.931,135.1960491734058
259588.79181416295,2.333934436177699e-12,108.28570944055156,259915.956,135.2932416597895
7022.341534701608,4.7385446603744285e-12,76.9296302707037,4731412.59,135.30957755766656
1522.3987548226416,4.446853143694772e-12,63.65055972277731,23442188.2,135.081724562273
9180.18355166081,1.87759528171958e-11,79.25701855755717,911910.839,135.35400646123503
698079.2509857346,3.0064531939200354e-11,116.87733077026571,7398.94209,135.32064233882798
13904.72746006551,1.8043520592761892e-13,82.86324096136646,63095634.4,135.15411611902462
30859.93596964517,5.080844547512208e-13,89.7878917320616,10115694.5,135.0982339536874
43828.64555187883,1.4175906160396292e-13,92.83515231166133,25409627.1,135.231614392574
246696.6254345863,3.25573805393526e-13,107.84325548593218,1972322.74,135.13242052508232
443567.6222456206,1.0396955895436028e-12,112.9391877046997,342667.787,135.1948628207384
12108.446315098716,2.5613479196760065e-12,81.66175974150485,5069807.08,135.34717008802903
227084.2983669084,1.7705654737333215e-11,107.12370571956566,39255.0075,135.16629701568152
2690.4859437239897,3.7982413909629276e-12,68.59660586580554,15488066.2,135.1587644955584
1548.1455854621317,4.949867629016705e-12,63.79622731001399,20653701.6,135.1592860987556
1101.4020986625044,9.705044773412469e-11,60.83890929835316,1479008.39,135.1897570568908
272231.78765302437,1.31265531207708e-12,108.69876780551111,441470.447,135.24608269972435
37073.348525520094,2.2956365329151894e-13,91.38122760535751,18620771.4,135.12237578428343
1270.78679883943,2.894088028665967e-12,62.081445230770946,43151807.7,135.08151185982885
363791.0823841184,6.875919317073252e-12,111.21702156680426,62995.7344,135.23992952619315
1906.358537040759,1.3362566975310277e-11,65.6040829960389,6165850.02,135.37767721379018
308659.1470519614,5.0165341514140325e-11,109.78916329616106,10132.9299,135.12778587797382
139083.54173171418,3.336394716413978e-11,102.86546920248469,33784.4156,135.3474226369395
2771.3283583560574,2.9472415096073817e-13,68.85375104303682,192752391.0,135.3111086450188
220777.50963851155,2.7287291039346332e-11,106.87902570908474,26202.6799,135.12565330965288
452974.5661700698,1.86234973792136e-11,113.12134565082461,18520.8714,135.37500054058356
10182.628556753887,2.692244484555591e-13,80.15718938253346,57543893.7,135.253677455581
10995.192251530467,1.3087966047337671e-11,80.82404785982904,1096378.2,135.24704240404958
620315.4551313075,2.647773971373139e-13,115.85224330392211,965950.879,135.0875093776227
1388.4548326236416,2.3075118810209143e-11,62.85062644501637,4954401.91,135.07549128957407
37997.4213375899,1.3276522774830874e-12,91.59507380703872,3125979.37,135.26264355380707
582530.1469166834,1.3511074598140588e-13,115.30635942245064,1995162.31,135.38336148443085
4773.7392443959725,6.941900663394794e-13,73.57716517564673,47862909.2,135.09782759327175
20111.30783561682,3.321258666084525e-12,86.06879759211394,2371273.71,135.13701468182913
1103.2022440471737,1.0632989979242446e-13,60.85309406151068,999999900.0,143.60834108762592
3370.9429969527596,5.833857032826582e-12,70.55501949791437,8035161.22,135.20534091965752
66196.45582352117,3.262267410945692e-11,96.41667808062186,73182.4533,135.16265602507528
286157.6308769324,1.0621809355861215e-12,109.1320977903704,518700.039,135.26492812703128
315425.1982615857,2.9270535143399793e-13,109.97791900365142,1717808.39,135.09848992954105
167960.57030218627,2.193859606694202e-13,104.50413813006182,4265695.19,135.35645863335267
776032.9681154066,2.4156138106854344e-13,117.79759468923177,841295.142,135.25807854218613
281106.4556451624,1.28284378451673e-12,108.97740748002064,436415.832,135.31500820530908
222967.84711039992,1.5900122871802396e-11,106.96481458226272,44568.3592,135.14363058527115
4193.955766496934,1.1435141263867187e-11,72.45246822983115,3273306.95,135.39278814378198
1539.1304662387083,9.489307915078216e-11,63.74549997735051,1083826.91,135.15238700455131
37445.236755338825,3.343409354304022e-13,91.46792293564755,12589154.1,135.27928789634626
2931.4627053220042,9.201346015870374e-13,69.34167878315857,58210221.8,135.38814774178647
2891.9583971205443,1.9257827292772724e-12,69.22383214952474,28183729.3,135.39714469300554
8101.775791569966,1.565290565372619e-11,78.17159569668385,1244414.61,135.2404330055853
99011.3761467849,2.436620480466738e-13,99.91369324987696,6531205.53,135.28675112053028
7164.931231429612,8.700683342590995e-12,77.10423184147791,2540872.71,135.13553892432884
73995.86126488177,4.09645401171306e-11,97.38412415452466,51780.0039,135.34331029476817
20518.9084396558,2.2133892347045018e-13,86.24307639111932,34673585.0,135.3039629065565
29810.765057764085,4.992409313079076e-13,89.4874537510424,10592437.3,135.2728783397332
16476.995901332943,1.5913408110692217e-11,84.3375518872819,602459.586,135.20969156069182
9604.679064285358,5.730735905488002e-12,79.64964846595164,2883931.5,135.0743336333
173694.32971562486,7.352857922551118e-13,104.79570412181282,1230168.77,135.36795906189917
28494.280620831676,1.921060871435574e-13,89.09514525868032,28840215.0,135.23227762703263
152216.37866243877,3.055178997842044e-13,103.6492190264938,3388341.56,135.28509829382062
4510.371318369466,6.671849551579724e-13,73.08423725766082,52480646.0,135.2217424035641
725991.8254459177,1.0762237138133392e-11,117.21852126004477,20083.6636,135.2629193153433
29062.089958844957,1.5551706398335865e-11,89.2665278329909,350651.874,135.11314427730895
4325.104378255806,9.671937935096586e-11,72.7199228684685,375737.404,135.35026376430025
3545.3560079749345,1.2385286199788461e-11,70.99318834736623,3589119.35,135.2806226869665
8557.745625474625,2.0951446946920495e-13,78.6471787810516,88104787.3,135.21416639453147
184455.97539643696,1.713312325543734e-11,105.31782877942521,50018.7234,135.13792165476326
570727.6488927491,3.21167048415894e-12,115.12856380032572,85999.3752,135.24144180308198
325385.48673773766,4.859260563346223e-13,110.2479548364078,999900.0,135.18811309604214
12279.217344528866,5.690587330941006e-13,81.78340507463923,22646343.1,135.16440517027596
998350.934995071,5.958790706259698e-11,119.97959239201853,2560.72506,135.1569129042053
11980.249308489983,7.795989377392635e-13,81.5693084374294,16982336.5,135.09782718382866
23006.902418757207,2.5458106344999547e-11,87.23715373707633,269053.48,135.2728163064226
135051.44159724237,4.909586062202032e-13,102.60997579979582,2371273.71,135.3480205123613
67580.21379820109,3.869494944208497e-12,96.59638242810652,602459.586,135.28669456488677
2397.448933074174,1.0772814767116467e-11,67.59497861750347,6095268.97,135.31276783753074
44871.288288081065,3.3494783935134248e-12,93.03936205048991,1047028.55,135.32153000510274
3195.7067336286186,6.110333718173173e-11,70.0913296107368,812730.516,135.07838406823277
12409.237517240026,7.408247589675767e-13,81.87489327237535,17178983.9,135.2216075540254
2374.9480620688123,3.899565629691089e-11,67.51307363868654,1698143.65,135.33969335941856
2056.4063180110265,1.1859129495633104e-13,66.26216991116397,645654129.0,135.3072811304619
4465.2356251882775,1.1794916343391809e-11,72.99687893963372,2985282.62,135.34834074261983
115306.7375801515,1.3238764191069236e-11,101.23708099684296,103414.217,135.2056746327517
17100.10376661914,4.609111700955587e-13,84.65996625085933,19952523.1,135.3432795501587
1141.3232765601829,2.5946635607841886e-13,61.148164841546446,530884344.0,135.35160704401537
44929.80008450776,4.0284504248727983e-13,93.05068103753159,8709535.9,135.27359045702917
86046.35697746268,1.303327372074674e-13,98.69464107366205,14125275.4,135.13417910056398
216407.55767529388,1.9669877243256518e-13,106.7054397928635,3715252.29,135.18114027679758
9244.802684948003,6.0433965750010674e-12,79.31794423753564,2818282.93,135.30615982944178
852470.8184673436,2.4705569282492576e-11,118.61282131789704,7398.94209,135.22069716412798
3666.3501985803537,2.6416946543936632e-12,71.28467021907927,16218001.0,135.37622056345478
14823.047611015414,1.1314611962910628e-11,83.41874134461699,943960.876,135.14795465602708
29931.963526742024,1.5991260337297418e-13,89.52269546892495,33113012.1,135.11888252929685
9966.923461133749,3.9112244133302384e-13,79.9712137784156,40271603.4,135.3922289449712
892757.2962726379,1.3219393392625064e-13,119.01465945915297,1333421.43,135.32158171757845
780616.4432642801,4.928070826250295e-13,117.84874496432595,411997.519,135.11250132728446
807528.4773377085,1.1940532142495765e-13,118.14314823307313,1640489.77,135.17405230860192
178782.04982327938,1.1940327952366143e-12,105.04646949938014,741210.241,135.1635879525923
4594.260949019845,1.0002082149488896e-12,73.24430449446898,34276678.7,135.2977606774108
106712.13708220942,4.085984084464364e-12,100.56426733899094,362978.055,135.1523530380854
53504.96982866456,2.9341773977300137e-12,94.56787374535287,999900.0,135.39179142407957
23329.371730104904,2.03656790079515e-13,87.35805218744278,33113012.1,135.3310139248419
319081.6004569483,1.1965068746114606e-13,110.07802655015881,4120875.19,135.33002284332102
2835.6982577323656,1.8607909168027413e-11,69.05319164586567,2985282.62,135.29436260206987
1439.5781597052246,3.3344633132636346e-13,63.164696312952096,327340595.0,135.36668093584905
39940.18653586024,8.932282374439036e-11,92.02817126704392,44057.0447,135.29337729084702
5579.246160268946,1.2892124723510166e-13,74.93150178139733,218776062.0,135.32454423596747
150617.25913357982,1.9376539725944087e-12,103.55748597231667,543150.331,135.11010510903918
1076.4927582444245,2.35972972062826e-13,60.640213579013675,623734735.0,135.12841584414144
124193.26186649824,1.3169170619837254e-13,101.88195201769389,9660408.79,135.20868734267987
20479.421222023575,2.594244391940792e-12,86.22634488908133,2985282.62,135.0983898544584
1611.2876645506415,8.098224883145006e-13,64.14345296471512,121618500.0,135.08293116058536
26417.068076252628,7.369483979966997e-11,88.43767711243134,81183.0516,135.1648063884732
2864.4281632147686,6.247937587787723e-12,69.1407500250555,8810388.73,135.26685542198308
41436.69774254598,4.7060077388699076e-12,92.34769400414832,812730.516,135.1175714113388
5900.341920940746,6.0036067572545976e-12,75.41753490635375,4466735.92,135.16693563237789
1104.3470207521325,4.020084045078889e-12,60.8621026258058,35481238.9,135.29547714161646
75287.41146506791,3.1974987880302795e-11,97.53442868370203,65213.0553,135.34876897778017
22305.21749647237,1.0502295265306525e-12,86.96812057293165,6760729.75,135.14046669385925
160923.16549491495,8.021709710512983e-11,104.13207696668763,12061.86,135.39146049681634
1635.1719788127948,2.7870442146636426e-12,64.27126004152146,34673585.0,135.20533404974415
8922.44671359147,1.0525592150891727e-13,79.0096705750006,167880302.0,135.2697653057929
2806.2830077605477,1.9656411555453755e-11,68.96262065126035,2850918.27,135.34197848517226
307542.8812568993,4.7739959142407185e-11,109.75773532396458,10615.1931,135.33195148357476
15410.269417655416,2.535395485496606e-13,83.75619595713775,40271603.4,135.3274515328974
172200.46828955715,2.554008153076418e-13,104.72067788760245,3589119.35,135.23506240730714
6129.521865115403,2.742932769793235e-13,75.74852329257385,94405987.6,135.0777301450338
15034.684263246643,1.3035622810737838e-11,83.54187750335663,803426.122,135.30303612827362
76594.85267647653,2.8699060147917426e-12,97.68398293637688,716043.41,135.31351319225195
2764.9434070886027,3.0143764772213228e-12,68.83371625017045,18836390.9,135.3915772137523
4828.344344282515,1.7069026139430742e-13,73.67595602669084,190545972.0,135.38344845187794
140109.70220030783,8.230863001416414e-13,102.92935549505943,1364483.14,135.32364970676767
20986.454338344665,4.587553904777326e-12,86.43877272804414,1640489.77,135.21767187825046
